Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
W. Warbrick
MEL @ BRI | WFB
$440K  |  -$180k ( -$4k ), -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,, -$4k ,27,32.6,,,5,2,,,,,8,2,-4,,4,-2,4,,9,,1,-2,,,,,
J. Kiraz
CBY v NQL | WFB, CTR
$645K  |  $89k ( -$38k ), -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,, -$38k ,26,48,,,,,,,,,5,10,-2,,4,-4,,,11,,2,,,,,,
J. Nanai
NQL @ CBY | EDG
$474K  |  -$75k ( -$42k ), -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,, -$42k ,26,43.5,,,,,,5,,2,27,,-12,,,-2,,,6,,,,,,,,
J. Curran
CBY v NQL | MID, EDG
$578K  |  $77k ( -$26k ), -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,, -$26k ,26,44.9,,,,,,,,,25,,-6,,,,,,7,,,,,,,,
S. Hughes
CBY v NQL | MID
$387K  |  $137k ( -$6k ), -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,, -$6k ,26,29.1,,,,,,,,,24,,,,,,,,4,,,-2,,,,,
E. Clark
CBY v NQL | CTR
$237K  |  $7k ( $7k ), $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,, $7k ,25,25,,,,,,,,,13,4,-6,,,,4,,10,,,,,,,,
S. McIntyre
NQL @ CBY | EDG
